hospital,frequency,month,procedure,satis,proc
11,Very high,7,New,4.4128609,1
11,Low,2,Old,2.9082763,0
11,Low,2,Old,3.7889163,0
11,Very high,2,Old,2.9646499,0
11,High,7,New,5.4965787,1
11,Very high,2,Old,4.3374357,0
11,Medium,2,Old,3.2317789,0
11,Medium,2,Old,2.6272547,0
11,Very high,7,New,3.9783576,1
11,Very high,2,Old,3.5562356,0
11,Medium,2,Old,4.4977198,0
11,Very high,6,New,4.3526545,1
11,Medium,6,New,4.110888,1
11,Low,4,New,4.5265274,1
11,Low,4,New,3.7128606,1
11,Low,4,New,4.0506735,1
11,Medium,7,New,3.183737,1
11,Low,3,Old,3.8416979,0
11,Medium,2,Old,3.9225256,0
11,Very high,3,Old,2.7867167,0
11,Very high,2,Old,2.8840661,0
11,Very high,3,Old,3.2540371,0
11,Very high,2,Old,2.7083676,0
11,Medium,3,Old,3.0657012,0
11,Medium,7,New,2.6494756,1
11,Low,2,Old,4.2970247,0
11,Low,7,New,4.9823942,1
11,Low,7,New,3.879801,1
11,Low,3,Old,4.2905798,0
11,Low,7,New,4.2210302,1
11,Low,3,Old,4.3772368,0
11,Medium,6,New,3.9452941,1
11,Medium,7,New,3.5250516,1
11,Low,3,Old,3.335582,0
11,Medium,3,Old,3.6175549,0
11,Very high,3,Old,2.916738,0
11,Very high,6,New,3.6993787,1
11,Low,7,New,4.364841,1
11,Low,7,New,4.7163105,1
11,Medium,3,Old,2.2384875,0
11,Medium,3,Old,1.6500238,0
11,Medium,3,Old,3.5645714,0
11,Medium,3,Old,3.4364195,0
11,Very high,3,Old,3.5016654,0
11,Very high,3,Old,3.0709143,0
11,High,7,New,4.4530921,1
11,Very high,3,Old,3.1098065,0
11,Low,3,Old,4.3656154,0
11,Low,3,Old,3.8053932,0
11,Medium,3,Old,2.4698017,0
11,Very high,7,New,3.5718286,1
11,Very high,5,New,3.6501524,1
11,Very high,1,Old,2.3465581,0
11,Low,5,New,4.4762082,1
11,Low,6,New,4.5469303,1
11,Low,1,Old,3.766228,0
11,Low,6,New,3.7272596,1
11,Low,6,New,4.7923427,1
11,Very high,1,Old,3.8247135,0
11,Medium,1,Old,3.1127121,0
11,Low,1,Old,4.2478638,0
11,Very high,5,New,4.004663,1
11,Medium,5,New,4.8238854,1
11,Low,1,Old,3.7906654,0
11,Low,1,Old,2.8163078,0
11,Low,1,Old,4.758616,0
11,Medium,7,New,5.1617174,1
11,Medium,5,New,4.5679946,1
11,Very high,5,New,4.6908622,1
11,Medium,5,New,4.1893034,1
11,Medium,5,New,2.8944054,1
11,Very high,3,Old,4.4865828,0
11,Very high,5,New,5.6937566,1
11,Very high,7,New,4.7877798,1
11,Very high,5,New,3.9742033,1
11,Medium,1,Old,2.820837,0
11,Very high,1,Old,3.5214615,0
11,Low,5,New,4.6301169,1
11,Low,5,New,4.4981847,1
11,Very high,1,Old,3.1280093,0
11,Very high,5,New,4.2758121,1
11,High,5,New,4.2363281,1
11,Very high,6,New,4.0236049,1
11,High,1,Old,4.2415257,0
11,Medium,5,New,3.9955993,1
11,Medium,5,New,2.0919631,1
11,Medium,1,Old,2.4467633,0
11,Medium,1,Old,2.8202567,0
11,Medium,5,New,2.6386006,1
11,Medium,1,Old,3.456002,0
11,High,5,New,5.1126585,1
11,Medium,1,Old,4.0764065,0
11,Medium,1,Old,3.9842124,0
11,High,1,Old,4.7672992,0
11,Very high,1,Old,3.1133325,0
11,Very high,1,Old,2.7613339,0
11,Very high,5,New,4.4541426,1
11,Low,1,Old,4.2274785,0
11,Low,1,Old,3.5444348,0
11,Medium,7,New,4.7791591,1
11,Very high,7,New,5.2577806,1
11,Very high,1,Old,3.3003054,0
11,Very high,1,Old,4.413744,0
11,Very high,6,New,3.9732473,1
11,Very high,1,Old,2.5418308,0
11,Medium,1,Old,4.5127044,0
11,Medium,1,Old,4.2906547,0
11,Very high,1,Old,3.5625119,0
11,Low,1,Old,4.0387683,0
11,Medium,1,Old,3.5954707,0
11,Low,1,Old,4.0109787,0
11,High,6,New,4.9214115,1
11,Low,5,New,3.832593,1
11,Low,5,New,3.772788,1
11,Very high,1,Old,2.2312765,0
11,Medium,1,Old,3.5083902,0
11,Very high,1,Old,3.751687,0
11,Low,5,New,4.2391977,1
11,Low,4,New,4.6501675,1
11,Medium,6,New,2.6511192,1
11,Very high,4,New,3.8720727,1
11,High,1,Old,3.890466,0
11,Very high,1,Old,2.395407,0
11,Low,1,Old,2.8535888,0
11,Very high,4,New,4.8216867,1
11,Medium,6,New,2.9757736,1
11,Medium,4,New,4.2980947,1
11,Low,2,Old,3.8098662,0
11,Medium,6,New,3.8596056,1
11,Low,7,New,4.3732548,1
11,Low,1,Old,2.4278421,0
11,Low,2,Old,3.3014073,0
11,Medium,1,Old,2.9772508,0
11,Low,2,Old,3.9161432,0
11,Medium,1,Old,2.1584423,0
11,Low,6,New,4.7651882,1
12,High,7,New,4.9410119,1
12,High,1,Old,4.2286139,0
12,Medium,2,Old,3.5993071,0
12,Medium,4,New,3.8746467,1
12,Low,6,New,3.1605191,1
12,Medium,6,New,3.703054,1
12,Medium,2,Old,4.0380511,0
12,Low,1,Old,2.798569,0
12,Low,5,New,4.0576258,1
12,Low,5,New,3.7141948,1
12,High,1,Old,2.7251322,0
12,Medium,4,New,3.2895334,1
12,Medium,3,Old,2.1717563,0
12,Low,1,Old,3.0512397,0
12,High,3,Old,3.6366825,0
12,Low,3,Old,3.4523461,0
12,High,1,Old,3.1446381,0
12,Medium,1,Old,1.9280405,0
12,Very high,4,New,3.6271987,1
12,High,6,New,4.4990997,1
12,Medium,5,New,4.2742949,1
12,Very high,3,Old,3.1453664,0
12,Low,1,Old,3.7993479,0
12,Medium,1,Old,3.3800688,0
12,Very high,1,Old,2.7841842,0
12,High,2,Old,3.2098012,0
12,High,4,New,3.9694529,1
12,Low,4,New,3.9996901,1
12,Low,1,Old,3.5523682,0
12,High,3,Old,3.3818879,0
12,Medium,2,Old,2.4895167,0
12,Low,7,New,4.0992203,1
12,Medium,5,New,4.1559968,1
12,Medium,5,New,2.8577824,1
12,Low,7,New,3.1142244,1
12,Medium,7,New,3.4651933,1
12,Very high,7,New,3.719708,1
12,Low,1,Old,3.999326,0
12,Low,4,New,2.4741309,1
12,Low,6,New,3.9178562,1
12,Low,1,Old,2.6073313,0
12,Very high,5,New,3.8104074,1
12,Low,6,New,3.170172,1
12,Medium,6,New,3.7126245,1
12,High,2,Old,2.456234,0
12,High,2,Old,3.0148253,0
12,Low,7,New,4.1497087,1
12,Low,2,Old,3.1402464,0
12,Medium,1,Old,2.8595824,0
12,High,2,Old,2.7153141,0
12,Low,5,New,3.5244174,1
12,High,1,Old,3.6055725,0
12,High,1,Old,2.7445376,0
12,Medium,6,New,3.5683887,1
12,Low,1,Old,3.728826,0
12,Low,1,Old,3.7316902,0
12,Low,1,Old,2.6202011,0
12,High,3,Old,3.6099219,0
12,Low,4,New,3.8921175,1
12,Low,1,Old,3.536588,0
12,High,6,New,3.4889681,1
12,Very high,6,New,3.4772274,1
12,Low,1,Old,2.141094,0
12,Very high,2,Old,2.7690046,0
12,Medium,3,Old,3.8797772,0
12,Low,4,New,3.2937262,1
12,Medium,1,Old,2.9814122,0
12,High,6,New,5.0244303,1
12,Very high,1,Old,2.1370325,0
12,High,3,Old,2.910356,0
12,Very high,1,Old,3.7286596,0
12,Medium,1,Old,3.2132807,0
12,Medium,5,New,3.4978204,1
12,Medium,7,New,3.4575272,1
12,High,4,New,4.0465336,1
12,High,4,New,4.4481173,1
12,High,5,New,4.333724,1
12,Low,4,New,3.1740985,1
12,High,3,Old,3.1964231,0
12,Medium,6,New,4.2274804,1
12,High,1,Old,2.5061176,0
12,High,1,Old,3.2263832,0
12,Low,4,New,4.1717458,1
12,Medium,1,Old,3.7686393,0
12,Low,1,Old,2.6079464,0
12,Medium,1,Old,3.9332492,0
12,Low,5,New,4.2754622,1
12,Medium,7,New,2.9788005,1
12,Very high,4,New,3.9282107,1
12,Low,3,Old,2.9632876,0
12,High,7,New,4.365746,1
12,Low,7,New,4.1667771,1
12,Low,2,Old,3.2372963,0
12,Low,3,Old,3.4721379,0
12,Low,6,New,4.0640321,1
12,Medium,5,New,4.7365565,1
12,Medium,4,New,3.7362673,1
12,Medium,6,New,3.4617791,1
12,High,4,New,4.3763328,1
12,Low,3,Old,3.1708345,0
12,Low,6,New,3.1386716,1
12,Low,1,Old,2.9198616,0
12,Very high,3,Old,4.2775755,0
12,Medium,4,New,3.8117759,1
12,Low,2,Old,3.9187586,0
12,Medium,3,Old,3.5681183,0
12,High,5,New,3.7613053,1
12,High,7,New,4.5235205,1
12,Low,5,New,4.1355815,1
12,High,1,Old,2.6520138,0
12,High,1,Old,3.4617014,0
12,Medium,2,Old,2.2296209,0
12,Low,7,New,3.0250556,1
12,High,7,New,3.4216075,1
12,Low,5,New,3.5784571,1
12,High,2,Old,3.1858423,0
12,Low,2,Old,3.2273655,0
12,Low,3,Old,2.8277566,0
12,Very high,7,New,5.1215448,1
12,Low,1,Old,3.6967111,0
12,Medium,7,New,3.7621226,1
12,Very high,2,Old,3.10654,0
12,Medium,2,Old,3.2658677,0
12,High,5,New,4.9334397,1
12,High,5,New,4.8576994,1
12,Medium,3,Old,2.5474896,0
12,Low,2,Old,3.5369513,0
12,Low,4,New,3.0717289,1
12,Low,1,Old,2.0991414,0
12,Low,7,New,4.3120594,1
12,High,5,New,3.7464783,1
12,Medium,3,Old,4.1512189,0
12,Medium,7,New,3.5987914,1
12,Low,5,New,4.5807137,1
12,Low,6,New,3.0066185,1
12,Medium,1,Old,3.5271029,0
12,Low,1,Old,3.1128883,0
12,Very high,1,Old,2.951041,0
12,Medium,1,Old,3.0518708,0
12,Low,6,New,3.2213044,1
12,Low,4,New,3.4877732,1
12,Very high,6,New,3.4205408,1
12,Low,6,New,3.6096606,1
12,Low,7,New,2.9838648,1
12,Low,7,New,3.2321594,1
12,High,7,New,4.7550836,1
12,Medium,4,New,4.6161613,1
12,High,4,New,4.4346905,1
12,Low,5,New,2.8105731,1
12,Very high,5,New,4.6645718,1
12,Low,3,Old,3.5073063,0
12,Low,2,Old,2.97469,0
12,High,6,New,3.7125397,1
12,High,1,Old,3.338088,0
12,Low,2,Old,3.2307217,0
12,Medium,1,Old,2.2914331,0
12,High,6,New,4.6787252,1
12,Low,2,Old,2.4174099,0
12,Low,3,Old,3.165343,0
12,Low,3,Old,3.2894654,0
13,Medium,4,New,4.145309,1
13,Very high,7,New,5.043016,1
13,Low,1,Old,2.8463759,0
13,Medium,3,Old,3.9107423,0
13,High,3,Old,3.6060417,0
13,Medium,3,Old,2.1395888,0
13,High,1,Old,3.6994913,0
13,High,3,Old,3.3876116,0
13,Medium,1,Old,2.3817592,0
13,Very high,6,New,4.1764641,1
13,Very high,7,New,6.3119574,1
13,High,5,New,5.5967674,1
13,Medium,2,Old,2.3862619,0
13,Medium,7,New,4.5418773,1
13,Medium,7,New,5.3808966,1
13,Low,1,Old,2.8206036,0
13,Medium,1,Old,3.8323133,0
13,High,5,New,5.9453535,1
13,Medium,2,Old,3.043386,0
13,High,5,New,5.1092534,1
13,Medium,3,Old,4.0184684,0
13,Very high,3,Old,2.9007161,0
13,Medium,1,Old,4.3469167,0
13,Medium,6,New,3.8522978,1
13,Very high,2,Old,3.1290543,0
13,Medium,2,Old,4.4721389,0
13,Low,6,New,4.3807302,1
13,High,5,New,5.6330805,1
13,Medium,2,Old,3.4086456,0
13,Medium,6,New,4.9555755,1
13,Medium,1,Old,3.8096447,0
13,High,7,New,5.5034366,1
13,Low,1,Old,3.7481763,0
13,Medium,3,Old,3.5749261,0
13,Low,4,New,3.5337286,1
13,Very high,3,Old,4.4273553,0
13,Very high,6,New,5.3465152,1
13,Medium,7,New,4.6839113,1
13,High,3,Old,2.645951,0
13,High,5,New,5.6040549,1
13,Very high,1,Old,4.0175266,0
13,Medium,5,New,2.8390832,1
13,High,2,Old,4.2366505,0
13,Medium,5,New,3.2060413,1
13,Medium,3,Old,2.4182982,0
13,High,2,Old,4.5690188,0
13,Medium,2,Old,3.6323035,0
13,Medium,3,Old,3.2209222,0
13,High,1,Old,2.6129835,0
13,High,7,New,4.682723,1
13,Medium,4,New,3.7178817,1
13,Low,4,New,3.3145137,1
13,Medium,1,Old,3.6202109,0
13,Very high,3,Old,3.4324338,0
13,Very high,1,Old,5.1990957,0
13,Medium,5,New,3.5023291,1
13,Medium,7,New,3.3508422,1
13,Very high,2,Old,2.6727719,0
13,Medium,1,Old,4.553926,0
13,Medium,5,New,4.5444593,1
13,Medium,7,New,3.7765219,1
13,High,2,Old,3.9092805,0
13,Medium,5,New,4.2785382,1
13,Medium,2,Old,4.0600877,0
13,High,6,New,6.4721146,1
13,Very high,1,Old,5.1388674,0
13,Medium,1,Old,3.7476101,0
13,Medium,5,New,4.4843426,1
13,High,6,New,6.0549231,1
13,Medium,1,Old,4.0066571,0
13,Medium,4,New,3.7493179,1
13,Very high,1,Old,4.3871169,0
13,High,6,New,5.5619044,1
13,Medium,7,New,4.4234238,1
13,Very high,1,Old,3.9737091,0
13,Medium,3,Old,3.0410748,0
13,Very high,1,Old,4.6404991,0
13,Medium,7,New,3.9120827,1
13,High,4,New,4.8284292,1
13,Very high,3,Old,4.2204819,0
13,High,4,New,5.145472,1
13,Medium,1,Old,3.4808633,0
13,Medium,6,New,2.3380125,1
13,High,1,Old,3.5850005,0
13,Very high,3,Old,4.9677219,0
13,Medium,6,New,4.8601761,1
13,Medium,1,Old,3.1214116,0
13,Medium,4,New,3.6881583,1
13,Low,2,Old,3.5753105,0
13,Medium,4,New,4.555275,1
13,Medium,1,Old,3.2448101,0
13,Medium,5,New,4.3476887,1
13,Low,7,New,4.3379984,1
13,Medium,6,New,3.8836784,1
13,Low,1,Old,3.4836433,0
13,Very high,1,Old,3.1532135,0
13,High,7,New,4.5858359,1
13,High,1,Old,4.6213484,0
13,Very high,7,New,4.5552974,1
13,Medium,7,New,3.7940133,1
13,Medium,1,Old,2.3830791,0
13,Medium,5,New,3.3415992,1
13,High,1,Old,4.3683228,0
13,Medium,2,Old,3.4144213,0
13,High,3,Old,4.0691943,0
13,Medium,2,Old,4.2377992,0
13,Low,2,Old,4.3764877,0
13,Medium,7,New,3.0822785,1
13,Very high,7,New,5.1215053,1
13,Medium,4,New,2.8797314,1
13,High,1,Old,3.2152805,0
13,Very high,1,Old,2.9422159,0
13,High,6,New,4.943943,1
13,Very high,4,New,4.1130524,1
13,High,4,New,3.8016253,1
13,Low,7,New,2.585685,1
13,Medium,1,Old,4.4194922,0
13,Medium,3,Old,3.8493173,0
13,Medium,6,New,4.542726,1
13,Very high,2,Old,4.545536,0
13,High,4,New,4.7125793,1
13,Very high,1,Old,2.7515895,0
13,Medium,2,Old,3.2348578,0
13,Very high,2,Old,5.759903,0
13,Medium,3,Old,4.242723,0
13,Low,3,Old,3.758466,0
13,Medium,7,New,4.3489628,1
13,Medium,3,Old,3.8532152,0
13,Very high,2,Old,4.4810262,0
13,Low,3,Old,3.6081853,0
13,Very high,5,New,4.2585855,1
13,Very high,4,New,4.0804558,1
13,Medium,1,Old,2.7412491,0
13,Medium,5,New,4.4898672,1
13,Very high,1,Old,4.0781555,0
13,Very high,4,New,4.4377742,1
13,Medium,1,Old,2.2296972,0
13,Medium,4,New,4.5929503,1
13,Very high,4,New,5.9138594,1
13,High,1,Old,4.1430058,0
13,Medium,6,New,3.7724228,1
13,High,2,Old,4.1172113,0
13,High,1,Old,4.1158509,0
13,High,2,Old,4.1751394,0
13,Very high,4,New,6.1919885,1
13,Medium,5,New,3.1593025,1
13,Medium,6,New,5.2818246,1
13,Medium,6,New,3.4767978,1
13,Medium,1,Old,4.5034232,0
13,Medium,4,New,2.2720604,1
13,High,7,New,5.5286832,1
13,Very high,5,New,6.5662146,1
13,High,3,Old,4.2249656,0
13,Low,6,New,3.5889084,1
13,Medium,3,Old,3.7340932,0
13,Medium,2,Old,3.8164184,0
13,Very high,5,New,5.9910278,1
13,High,7,New,5.6849866,1
13,Medium,2,Old,2.9364223,0
13,Medium,1,Old,2.8646324,0
13,Medium,1,Old,2.731333,0
13,Medium,5,New,4.4525132,1
13,Medium,4,New,3.4498203,1
13,Medium,6,New,3.6922228,1
13,Very high,5,New,6.0010276,1
13,Very high,6,New,5.9572983,1
13,Medium,4,New,3.55632,1
13,Low,5,New,3.333936,1
13,Very high,6,New,5.8745899,1
13,Medium,4,New,4.6258359,1
13,Medium,6,New,3.8798969,1
13,High,1,Old,3.6881893,0
13,Medium,1,Old,4.6932073,0
13,High,6,New,4.9851146,1
13,Very high,5,New,4.5878577,1
13,High,1,Old,2.8344738,0
13,Very high,6,New,4.8208995,1
13,Medium,1,Old,3.671761,0
13,Medium,7,New,2.9103775,1
13,High,4,New,5.9194813,1
13,Medium,1,Old,3.0958216,0
13,Low,5,New,3.4212985,1
13,Medium,1,Old,4.4739208,0
13,Very high,7,New,6.209321,1
14,Very high,4,New,4.5761075,1
14,Very high,5,New,5.3406258,1
14,Low,1,Old,2.702004,0
14,Very high,5,New,5.5359173,1
14,Low,6,New,3.4599574,1
14,Very high,4,New,4.6114216,1
14,Low,6,New,3.9471402,1
14,High,4,New,4.2055354,1
14,Very high,1,Old,3.1065829,0
14,Low,7,New,3.5743647,1
14,High,7,New,6.0135031,1
14,Low,5,New,3.2204857,1
14,Medium,4,New,3.8339164,1
14,Low,6,New,4.450356,1
14,Low,1,Old,3.3644078,0
14,Low,7,New,3.4697611,1
14,Medium,1,Old,3.4386683,0
14,Low,2,Old,2.6856363,0
14,Medium,5,New,4.838778,1
14,Medium,2,Old,3.4384387,0
14,Low,6,New,3.3538632,1
14,Very high,2,Old,4.6855569,0
14,Low,5,New,3.3731663,1
14,Very high,4,New,4.2239375,1
14,Very high,1,Old,2.6805983,0
14,Medium,6,New,3.7879267,1
14,Medium,7,New,2.5993624,1
14,Low,3,Old,3.0218887,0
14,High,2,Old,3.1856992,0
14,Very high,6,New,5.9017129,1
14,Medium,2,Old,3.2896357,0
14,Very high,1,Old,4.3913054,0
14,Very high,2,Old,4.118453,0
14,Medium,7,New,4.9428897,1
14,Very high,1,Old,3.8440952,0
14,Low,5,New,2.9969711,1
14,Very high,3,Old,3.4873221,0
14,Medium,3,Old,3.8043931,0
14,Low,7,New,3.3952932,1
14,High,3,Old,3.1285276,0
14,Very high,7,New,5.1700869,1
14,Low,3,Old,2.9375248,0
14,Low,2,Old,1.756287,0
14,Very high,7,New,3.9301214,1
14,Very high,1,Old,3.5610123,0
14,Very high,3,Old,3.4007347,0
14,Low,1,Old,2.8981681,0
14,High,6,New,3.6134138,1
14,Very high,3,Old,4.1652999,0
14,Low,1,Old,3.6446235,0
14,Very high,6,New,4.4174948,1
14,Low,1,Old,3.9844339,0
14,Medium,3,Old,2.3709979,0
14,High,1,Old,3.3250756,0
14,Low,3,Old,3.3777647,0
14,Low,1,Old,2.9876916,0
14,Medium,6,New,3.2993524,1
14,Medium,1,Old,2.8928061,0
14,Low,1,Old,2.2282803,0
14,Very high,1,Old,4.690927,0
14,High,3,Old,3.4200063,0
14,Low,3,Old,3.6614549,0
14,Very high,1,Old,2.0066617,0
14,Very high,3,Old,3.4596381,0
14,Low,7,New,3.3562949,1
14,Low,6,New,3.3326983,1
14,Medium,7,New,4.0662198,1
14,Low,5,New,2.8848393,1
14,Very high,6,New,4.4443512,1
14,Very high,1,Old,3.7179716,0
14,Medium,5,New,3.7730718,1
14,High,6,New,4.221652,1
14,Very high,5,New,5.4043446,1
14,Medium,3,Old,4.8102379,0
14,High,1,Old,2.9427478,0
14,Very high,3,Old,2.00267,0
14,Low,7,New,2.0892429,1
14,Very high,3,Old,4.1552815,0
14,High,1,Old,3.2844222,0
14,Very high,2,Old,3.1636434,0
14,High,4,New,3.6921127,1
14,Very high,2,Old,3.5935993,0
14,High,7,New,4.5975776,1
14,Low,1,Old,2.3274801,0
14,Low,6,New,3.6174383,1
14,Very high,4,New,6.3370714,1
14,Medium,4,New,3.342128,1
14,Very high,2,Old,3.466789,0
14,High,5,New,4.8708658,1
14,Medium,1,Old,3.8714428,0
14,High,2,Old,3.8986936,0
14,Low,4,New,2.7899356,1
14,Very high,4,New,3.7159967,1
14,Low,1,Old,2.131078,0
14,Low,6,New,2.8889582,1
14,Very high,3,Old,4.8217506,0
14,Medium,6,New,5.0083632,1
14,Low,2,Old,4.3103938,0
14,Medium,5,New,3.3984828,1
14,Low,2,Old,2.8435774,0
14,Very high,7,New,5.4328041,1
14,Low,4,New,3.3815773,1
14,Low,2,Old,3.1517715,0
14,Very high,1,Old,3.6722369,0
14,Very high,7,New,4.6590424,1
14,Very high,1,Old,3.3672283,0
14,Very high,5,New,4.7735767,1
14,Low,4,New,3.3889446,1
14,Medium,1,Old,3.1929226,0
14,Low,3,Old,4.6686187,0
14,High,1,Old,3.4895947,0
14,Very high,6,New,5.1492333,1
14,Very high,1,Old,4.1898885,0
14,Very high,2,Old,4.0373373,0
14,Low,3,Old,2.728771,0
14,Low,1,Old,1.8514361,0
14,Very high,2,Old,5.0412464,0
14,Low,4,New,3.6503234,1
14,Very high,1,Old,4.5742497,0
14,Low,3,Old,2.1710689,0
14,Very high,1,Old,4.6202312,0
14,High,5,New,5.2510529,1
14,Very high,7,New,5.7200661,1
14,Medium,1,Old,2.7992656,0
14,Medium,4,New,5.0665789,1
14,Very high,5,New,4.0778403,1
14,Very high,7,New,4.8091931,1
14,Low,1,Old,2.2940223,0
14,Very high,5,New,5.2453852,1
14,Medium,2,Old,3.6528082,0
14,Very high,5,New,3.8709245,1
14,Very high,6,New,6.5666027,1
14,Low,7,New,4.1396585,1
14,Low,2,Old,2.4304469,0
14,Very high,4,New,5.1124606,1
14,Very high,4,New,6.3008327,1
14,Very high,6,New,5.9627442,1
14,Medium,1,Old,3.1929412,0
14,Very high,7,New,4.3394003,1
14,Low,2,Old,2.2123711,0
14,Low,5,New,5.6526909,1
14,Very high,6,New,4.8186231,1
14,Low,5,New,3.5278239,1
14,Low,4,New,3.6611857,1
14,Low,5,New,3.7478878,1
14,Low,1,Old,2.9220729,0
14,Low,4,New,4.9011803,1
14,Very high,1,Old,3.4537876,0
14,Low,7,New,3.9678583,1
14,Low,4,New,4.5999131,1
14,Low,1,Old,4.2452617,0
14,Low,1,Old,3.5351043,0
15,Very high,1,Old,2.1996341,0
15,Low,1,Old,3.0168617,0
15,High,1,Old,2.5509558,0
15,Medium,1,Old,2.2727046,0
15,High,7,New,4.5334048,1
15,Low,2,Old,2.858129,0
15,High,2,Old,3.0895553,0
15,Very high,4,New,4.368536,1
15,Very high,1,Old,2.9918981,0
15,Low,3,Old,2.7665482,0
15,Low,1,Old,2.9476309,0
15,High,2,Old,3.7236009,0
15,Medium,6,New,3.8007855,1
15,High,1,Old,2.9048066,0
15,High,1,Old,3.4609818,0
15,High,1,Old,3.0774271,0
15,High,2,Old,3.5262735,0
15,Very high,6,New,4.0563016,1
15,High,6,New,4.5634322,1
15,Low,6,New,3.9852908,1
15,Medium,7,New,2.4127572,1
15,Very high,3,Old,2.4695644,0
15,Medium,7,New,4.1746244,1
15,Low,7,New,4.2922049,1
15,Very high,7,New,4.280086,1
15,High,7,New,3.5459702,1
15,High,5,New,4.7098446,1
15,Very high,3,Old,3.0308883,0
15,Low,4,New,3.939575,1
15,Medium,1,Old,3.2766542,0
15,Very high,4,New,4.1920595,1
15,Very high,1,Old,2.5202851,0
15,Very high,1,Old,2.5779161,0
15,Very high,6,New,3.8923326,1
15,Medium,2,Old,2.7466164,0
15,High,4,New,4.3036427,1
15,Very high,3,Old,1.2972775,0
15,Low,1,Old,3.3556862,0
15,Very high,1,Old,2.5258904,0
15,Low,2,Old,2.9611423,0
15,Very high,3,Old,2.9491208,0
15,High,4,New,3.6096694,1
15,High,5,New,4.7297788,1
15,Very high,7,New,4.7478848,1
15,Medium,1,Old,2.9802973,0
15,High,5,New,4.0750656,1
15,Very high,5,New,4.6607027,1
15,Very high,5,New,3.5086761,1
15,Low,6,New,3.6382902,1
15,Low,1,Old,3.5872791,0
15,Low,7,New,3.7804587,1
15,Low,1,Old,4.2754531,0
15,High,6,New,4.4904466,1
15,Very high,6,New,3.5319512,1
15,Very high,6,New,3.9936798,1
15,Low,5,New,4.014092,1
15,Low,3,Old,3.321964,0
15,Very high,4,New,3.9011533,1
15,Medium,4,New,3.0629549,1
15,High,1,Old,2.7645891,0
15,Low,3,Old,2.8125837,0
15,Very high,2,Old,3.2635434,0
15,High,5,New,4.2173014,1
15,Medium,1,Old,2.89781,0
15,High,7,New,4.2393646,1
15,Medium,5,New,2.6700892,1
15,Very high,4,New,3.38851,1
15,Very high,2,Old,2.0088725,0
15,High,3,Old,1.7140859,0
15,High,4,New,3.5573363,1
15,Very high,1,Old,2.7385445,0
15,Very high,5,New,4.4245944,1
15,Medium,2,Old,2.2845156,0
15,Very high,4,New,4.5512495,1
15,High,2,Old,2.551738,0
15,Medium,5,New,3.4205651,1
15,High,4,New,4.2962661,1
15,Very high,1,Old,3.7694647,0
15,Very high,1,Old,2.2918987,0
15,High,7,New,4.9411502,1
15,High,2,Old,2.7678833,0
15,Very high,6,New,3.3932152,1
15,High,1,Old,3.67541,0
15,Medium,1,Old,3.0646396,0
15,High,5,New,4.8615913,1
15,High,3,Old,3.4042325,0
15,High,6,New,3.9601734,1
15,Medium,1,Old,2.958854,0
15,High,6,New,3.8468814,1
15,Very high,7,New,4.1541367,1
15,High,4,New,4.1407156,1
15,Medium,7,New,4.0048962,1
15,High,1,Old,4.1558685,0
15,Medium,3,Old,3.334085,0
15,Low,5,New,2.8738172,1
15,Low,4,New,3.4311447,1
15,High,1,Old,2.8669367,0
15,High,1,Old,2.9370341,0
15,Medium,6,New,4.5322547,1
15,Very high,2,Old,4.1806154,0
15,High,5,New,4.0366874,1
15,Medium,4,New,3.8242311,1
15,Very high,2,Old,2.7985728,0
15,High,1,Old,2.5361688,0
15,Very high,6,New,4.4455872,1
15,Very high,1,Old,3.2498653,0
15,High,4,New,3.7345819,1
15,Very high,3,Old,2.8269126,0
15,High,7,New,5.3797445,1
15,High,6,New,4.6509981,1
15,Very high,7,New,3.4466445,1
15,Low,6,New,3.7821147,1
15,Very high,2,Old,2.2890971,0
15,High,4,New,3.7982218,1
15,High,1,Old,3.6734064,0
15,Low,7,New,3.3134248,1
15,Medium,3,Old,2.8913815,0
15,Very high,1,Old,2.3832109,0
15,High,2,Old,2.3819003,0
15,High,3,Old,2.6206567,0
15,High,1,Old,2.4952993,0
15,High,2,Old,2.641017,0
15,Very high,4,New,5.0187607,1
15,Medium,2,Old,3.0386629,0
15,Medium,3,Old,1.6928377,0
15,Very high,3,Old,3.3282232,0
15,Very high,7,New,4.6858835,1
15,High,5,New,4.9519343,1
15,Low,1,Old,2.259618,0
15,Very high,5,New,3.8965504,1
15,Medium,5,New,3.6050227,1
15,High,7,New,4.5588937,1
15,High,6,New,4.2230835,1
15,High,1,Old,1.8923218,0
15,Very high,7,New,3.5187786,1
15,High,3,Old,2.8912332,0
15,Low,4,New,3.4282522,1
15,High,6,New,4.7956996,1
15,High,1,Old,2.8878131,0
15,Very high,1,Old,3.7523696,0
15,Very high,1,Old,2.8515506,0
15,High,3,Old,3.6889164,0
15,High,3,Old,2.9047978,0
15,Medium,6,New,2.6062679,1
15,Medium,4,New,2.8995383,1
15,Very high,5,New,3.6467073,1
15,Very high,2,Old,3.0906107,0
15,High,7,New,3.5735459,1
15,Low,5,New,3.1116118,1
15,Low,2,Old,4.20574,0
15,High,3,Old,3.464689,0
15,Very high,5,New,3.2072895,1
16,Low,4,New,4.6427665,1
16,Medium,4,New,5.535759,1
16,Medium,1,Old,2.674001,0
16,Low,6,New,5.4519286,1
